Order_ID,Date,Status,Fulfilment,Sales_Channel,ship-service-level,Style,SKU,Category,Size,ASIN,Courier_Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by
402-0278827-2845915,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3334,JNE3334-KR-XL,kurta,XL,B07S8WFN2J,Shipped,1,USD,3.4979999999999998,HYDERABAD,TELANGANA,500020,IN,No-Promo,False,Others
403-6518278-0120335,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,SET264,SET264-KR-NP-M,Set,M,B08YN44FZJ,Shipped,1,USD,9.064,Gurgaon,HARYANA,122017,IN,No-Promo,False,Others
171-3386069-7069949,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3837,JNE3837-KR-M,kurta,M,B09RKCMWVM,Shipped,1,USD,5.8629999999999995,NEW TOWN,WEST BENGAL,700159,IN,No-Promo,False,Others
402-3608304-2972330,2022-06-01,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW016,NW016-ST-SR-S,Set,S,B099NQKVD6,Shipped,1,USD,5.907,LUCKNOW,UTTAR PRADESH,226028,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-5VXFLMD6EKIFC,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
406-2408780-2230742,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-XS,Set,XS,B09NQ54RRT,Shipped,1,USD,7.050999999999999,GUWAHATI,ASSAM,781024,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
404-1729271-3835525,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3782,JNE3782-KR-XXXL,kurta,3XL,B09K3YL25M,Shipped,1,USD,5.984,SRINAGAR,JAMMU & KASHMIR,190001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
405-9007433-9527552,2022-06-01,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XXXL,Western Dress,3XL,B09SDY4VDC,Shipped,1,USD,8.084999999999999,KAYAMKULAM,KERALA,690502,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
404-7067192-0737132,2022-06-01,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET357,SET357-KR-NP-S,Set,S,B09Y3GBB15,Shipped,1,USD,8.481,KOLKATA,WEST BENGAL,700001,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-5VXFLMD6EKIFC,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
171-6091057-2113943,2022-06-01,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,PJNE3440,PJNE3440-KR-N-5XL,kurta,5XL,B09LD1P9KP,Shipped,1,USD,10.174999999999999,Kolkata,WEST BENGAL,700026,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship
402-7020331-7235510,2022-06-01,Cancelled,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-XXXL,Set,3XL,B09KXV94NJ,Cancelled,0,USD,6.6659999999999995,NARWANA,HARYANA,126116,IN,No-Promo,False,Others
406-8903685-0045124,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,SET229,SET229-KR-PP-XXXL,Set,3XL,B08QGL2TZ6,Shipped,1,USD,9.295,New Delhi,DELHI,110096,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
408-0308937-0360356,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,J0343,J0343-DR-XS,Western Dress,XS,B09831XMWL,Shipped,1,USD,9.261999999999999,NOIDA,UTTAR PRADESH,201303,IN,No-Promo,False,Others
405-6976105-9961927,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XS,Set,XS,B0894WW15B,Shipped,1,USD,7.303999999999999,SARDARSHAHAR,RAJASTHAN,331403,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
403-2090160-4770764,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3619,JNE3619-KR-L,kurta,L,B091Q8GQLG,Shipped,1,USD,3.311,NELLORE,ANDHRA PRADESH,524002,IN,No-Promo,False,Others
407-9236116-4397953,2022-06-01,Cancelled,Amazon,Amazon.in,Expedited,J0213,J0213-TP-XL,Top,XL,B0965J8RCH,Unshipped,1,USD,6.193,NAVI MUMBAI,MAHARASHTRA,400706,IN,No-Promo,False,Others
408-2488278-4809919,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,SET258,SET258-KR-PP-S,Set,S,B0983CR8LT,Shipped,1,USD,9.405,NAVI MUMBAI,MAHARASHTRA,410206,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
402-2723817-1737908,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,SET328,SET328-KR-NP-M,Set,M,B09K3YVY3B,Shipped,1,USD,5.994999999999999,Bangalore,KARNATAKA,560041,IN,No-Promo,False,Others
407-8756074-3682761,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3781,JNE3781-KR-XL,kurta,XL,B09K3XXDMR,Shipped,1,USD,4.576,NUVEM,GOA,403713,IN,No-Promo,False,Others
405-8634515-0789157,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3879,JNE3879-DR-XXXL,Western Dress,3XL,B09SDY4TFG,Shipped,1,USD,7.271,Chennai,TAMIL NADU,600095,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
406-0996519-1400356,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,J0244,J0244-SKD-M,Set,M,B0925X6RTJ,Shipped,1,USD,12.914,GURUGRAM,HARYANA,122016,IN,No-Promo,False,Others
404-5014809-6848336,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,SET308,SET308-KR-PP-S,Set,S,B09K3MP21Q,Shipped,1,USD,7.656,GUWAHATI,ASSAM,781007,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
408-3547566-0384317,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3905,JNE3905-DR-M,Western Dress,M,B09YYRG28X,Shipped,1,USD,6.875,MUMBAI,MAHARASHTRA,400078,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
403-3521154-6112340,2022-06-01,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0207,J0207-DR-L,Western Dress,L,B0967P9TBD,Shipped,1,USD,9.735,NASHIK,MAHARASHTRA,422009,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
171-2745604-9692324,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3703,JNE3703-KR-M,kurta,M,B099FCVXXD,Shipped,1,USD,3.2119999999999997,BENGALURU,KARNATAKA,560064,IN,No-Promo,False,Others
408-3547324-6377939,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3703,JNE3703-KR-S,kurta,S,B099FDNFFV,Shipped,1,USD,3.2119999999999997,Chennai,TAMIL NADU,600099,IN,No-Promo,False,Others
407-8117805-0845918,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XS,kurta,XS,B082W872VQ,Shipped,1,USD,4.202,CHENNAI,TAMIL NADU,600045,IN,Duplicated A12RHGVGRWOT3S 1560498941486,False,Others
403-9952822-6474736,2022-06-01,Cancelled,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-M,kurta,M,B08KRXV1QR,Cancelled,0,USD,6.6659999999999995,GHAZIABAD,UTTAR PRADESH,201014,IN,No-Promo,False,Others
407-9105924-9414714,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,J0339,J0339-DR-M,Western Dress,M,B09831YHGV,Shipped,1,USD,8.645999999999999,KOCHI,KERALA,682001,IN,No-Promo,False,Others
405-2708092-6536315,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3800,JNE3800-KR-XXXL,Western Dress,3XL,B09SDZ64HF,Shipped,1,USD,8.084999999999999,KAYAMKULAM,KERALA,690502,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
406-3301230-2026731,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3861,JNE3861-DR-L,Western Dress,L,B09SDYG7YP,Shipped,1,USD,8.184,BENGALURU,KARNATAKA,560035,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
402-8493646-3765162,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3440,JNE3440-KR-N-M,kurta,M,B081WY1SP3,Shipped,1,USD,4.785,HYDERABAD,TELANGANA,500053,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
405-4036560-3727565,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,J0382,J0382-SKD-L,Set,L,B09M6V8FSW,Shipped,1,USD,13.947999999999999,Dwarka,DELHI,110078,IN,No-Promo,False,Others
403-0814421-1479526,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3837,JNE3837-KR-M,kurta,M,B09RKCMWVM,Shipped,1,USD,5.8629999999999995,GURGAON,HARYANA,122101,IN,No-Promo,False,Others
403-4753274-0093112,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,PJNE3252,PJNE3252-KR-N-4XL,kurta,4XL,B09LD3CHKT,Shipped,1,USD,10.174999999999999,PUNE,MAHARASHTRA,411020,IN,No-Promo,False,Others
405-4837293-5079556,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3468,JNE3468-KR-M,kurta,M,B08RP3LHNB,Shipped,1,USD,4.367,NAVI MUMBAI,MAHARASHTRA,400709,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
405-4837293-5079556,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3510,JNE3510-KR-M,kurta,M,B08WPR5MCB,Shipped,1,USD,5.137,NAVI MUMBAI,MAHARASHTRA,400709,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
171-0453800-0084360,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3869,JNE3869-DR-M,Western Dress,M,B09RK7Q644,Shipped,1,USD,7.457999999999999,PUNE,MAHARASHTRA,411045,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
405-1794408-6425934,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,J0379,J0379-SKD-L,Set,L,B09M6WZX2J,Shipped,1,USD,14.157,VADODARA,Gujarat,390023,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
405-1975638-6106762,2022-06-01,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3878,JNE3878-KR-XL,kurta,XL,B09TH43WCQ,Shipped,1,USD,4.388999999999999,Nashik road,MAHARASHTRA,422101,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-3CSO6PTXOFDTO,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
403-2049818-4973134,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-XXXL,Set,3XL,B09KXV94NJ,Shipped,1,USD,7.050999999999999,KAYAMKULAM,KERALA,690106,IN,No-Promo,False,Others
408-6516515-2243566,2022-06-01,Shipped,Amazon,Amazon.in,Standard,MEN5014,MEN5014-KR-M,kurta,M,B08YZ2TY5F,Shipped,1,USD,0.0,NEW DELHI,DELHI,110091,IN,No-Promo,False,Others
406-9863508-8157920,2022-06-01,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3709,JNE3709-DR-L,Western Dress,L,B091TC3B5V,Shipped,1,USD,8.712,SONIPAT,HARYANA,131021,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
404-6391117-3033140,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,SET330,SET330-KR-PP-S,Set,S,B09SDXT7CF,Shipped,1,USD,6.159999999999999,PORVORIM,GOA,403521,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
408-5210960-7576363,2022-06-01,Cancelled,Amazon,Amazon.in,Expedited,SET145,SET145-KR-NP-XXL,Set,XXL,B0822VCQQC,Unshipped,1,USD,8.514,KOTTAYAM,KERALA,686006,IN,No-Promo,False,Others
171-8526564-6317934,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3412,JNE3412-KR-M,kurta,M,B0893DP1WQ,Shipped,1,USD,4.785,NAGPUR,MAHARASHTRA,440018,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
407-2238455-2268350,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,J0009,J0009-SKD-XL,Set,XL,B0894XSQ2J,Shipped,1,USD,9.218,BENGALURU,KARNATAKA,560017,IN,No-Promo,False,Others
171-4135559-0297905,2022-06-01,Cancelled,Amazon,Amazon.in,Expedited,JNE3440,JNE3440-KR-N-M,kurta,M,B081WY1SP3,Unshipped,1,USD,4.785,Chennai,TAMIL NADU,600040,IN,No-Promo,False,Others
407-7504782-2839558,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3618,JNE3618-KR-M,kurta,M,B091Q9Q34N,Shipped,1,USD,4.234999999999999,KOCHI,KERALA,682013,IN,No-Promo,False,Others
405-0100591-6533165,2022-06-01,Cancelled,Amazon,Amazon.in,Expedited,JNE3721,JNE3721-KR-S,kurta,S,B099FC46Q8,Cancelled,0,USD,6.6659999999999995,GHARGHODA,CHHATTISGARH,496111,IN,No-Promo,False,Others
408-9771426-7682716,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,J0233,J0233-SKD-XXXL,Set,3XL,B08XNHF3KB,Shipped,1,USD,14.289,FARIDABAD,HARYANA,121003,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
408-8244015-0652351,2022-06-01,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3560,JNE3560-KR-XXL,kurta,XXL,B08PCRPSKP,Shipped,1,USD,0.0,SOMASUNDARAPALAYA,KARNATAKA,560102,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811",False,Easy Ship
408-1354625-3218707,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-S,Set,S,B09NQ4CZ65,Shipped,1,USD,6.984999999999999,PATNA,BIHAR,801503,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
405-5691953-0025121,2022-06-01,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-M,Set,M,B0894XH3LN,Shipped,1,USD,7.303999999999999,HYDERABAD,TELANGANA,500039,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
402-4237346-7722766,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,J0041,J0041-SET-XL,Set,XL,B089G1ZNLX,Shipped,1,USD,6.842,BENGALURU,KARNATAKA,560016,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
406-2541573-7407530,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,SET351,SET351-KR-NP-L,Set,L,B09KXVHNS4,Shipped,1,USD,6.5889999999999995,MUMBAI,MAHARASHTRA,400103,IN,No-Promo,False,Others
171-4937821-2994737,2022-06-01,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-A-XL,Western Dress,XL,B09TH3H2DP,Shipped,1,USD,7.975,BENGALURU,KARNATAKA,560066,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
405-6761115-7716322,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,J0343,J0343-DR-S,Western Dress,S,B0982ZDQJK,Shipped,1,USD,9.261999999999999,GUNTUR,ANDHRA PRADESH,522302,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Others
405-5964602-6276302,2022-06-01,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3869,JNE3869-DR-S,Western Dress,S,B09RK67Y51,Shipped,1,USD,7.568,GUNTUR,ANDHRA PRADESH,522302,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship
